method,source_index,snr_db,seed_keys,psnr_db,lpips_alex,dino_cosine
PCA_residual,43,7.0,"2001,2002,2003",19.408471425374348,0.15201514462629953,0.9187295436859131
PCA_residual,43,13.0,"2001,2002,2003",19.574328740437824,0.14809711277484894,0.9216350515683492
PCA_residual,43,19.0,"2001,2002,2003",19.63618342081706,0.14668269455432892,0.9214033285776774
PCA_residual,44,1.0,"2001,2002,2003",21.21673647562663,0.2835013469060262,0.6478808522224426
PCA_residual,44,4.0,"2001,2002,2003",25.602210362752277,0.12382463614145915,0.8413889408111572
PCA_residual,44,7.0,"2001,2002,2003",25.77120526631673,0.12068445980548859,0.8507525324821472
PCA_residual,44,13.0,"2001,2002,2003",25.95697021484375,0.11632757385571797,0.8546488285064697
PCA_residual,44,19.0,"2001,2002,2003",26.030363082885742,0.11521528661251068,0.8519845207532247
PCA_residual,45,1.0,"2001,2002,2003",19.072607676188152,0.3175828456878662,0.6272997458775839
PCA_residual,45,4.0,"2001,2002,2003",22.813828150431316,0.16886764764785767,0.8921712835629781
PCA_residual,45,7.0,"2001,2002,2003",22.987443923950195,0.16407026847203574,0.8915697932243347
PCA_residual,45,13.0,"2001,2002,2003",23.155404408772785,0.1583696852127711,0.8967388868331909
PCA_residual,45,19.0,"2001,2002,2003",23.208654403686523,0.15697488685448965,0.8978732029596964
PCA_residual,46,1.0,"2001,2002,2003",21.608104070027668,0.23337818682193756,0.7802074948946635
PCA_residual,46,4.0,"2001,2002,2003",24.857275644938152,0.13672421872615814,0.8809666037559509
PCA_residual,46,7.0,"2001,2002,2003",25.091772079467773,0.13302976389726004,0.8783290982246399
PCA_residual,46,13.0,"2001,2002,2003",25.305567423502605,0.12974667052427927,0.8799925843874613
PCA_residual,46,19.0,"2001,2002,2003",25.36162821451823,0.1287024070819219,0.8801582256952921
PCA_residual,47,1.0,"2001,2002,2003",19.19163703918457,0.2131484548250834,0.6614033579826355
PCA_residual,47,4.0,"2001,2002,2003",21.63984489440918,0.12921194732189178,0.908231258392334
PCA_residual,47,7.0,"2001,2002,2003",21.868580500284832,0.12442249059677124,0.9095964034398397
