population,image_index,image_id,family,budget,mode,renderer,snr_db,seed,raw_payload_bits,actual_payload_bits,header_accepted,body_crc_accepted,accepted_correct,source_complete,psnr_db,lpips,dino_cosine
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,9,Dc,7.0,2002,5088,3597,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132829904556274
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,7,Dc,7.0,2003,1860,1860,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,8,Dc,7.0,2003,3060,3060,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,9,Dc,7.0,2003,5088,5088,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,7,Dc,7.0,2003,1860,1438,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,8,Dc,7.0,2003,3060,2259,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,9,Dc,7.0,2003,5088,3597,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,7,Dc,13.0,2001,1860,1860,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,8,Dc,13.0,2001,3060,3060,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,9,Dc,13.0,2001,5088,5088,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,7,Dc,13.0,2001,1860,1438,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,8,Dc,13.0,2001,3060,2259,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,9,Dc,13.0,2001,5088,3597,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,7,Dc,13.0,2002,1860,1860,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,8,Dc,13.0,2002,3060,3060,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,9,Dc,13.0,2002,5088,5088,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,7,Dc,13.0,2002,1860,1438,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,8,Dc,13.0,2002,3060,2259,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,9,Dc,13.0,2002,5088,3597,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,7,Dc,13.0,2003,1860,1860,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,8,Dc,13.0,2003,3060,3060,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,9,Dc,13.0,2003,5088,5088,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,7,Dc,13.0,2003,1860,1438,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,8,Dc,13.0,2003,3060,2259,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,9,Dc,13.0,2003,5088,3597,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,7,Dc,19.0,2001,1860,1860,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,8,Dc,19.0,2001,3060,3060,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,9,Dc,19.0,2001,5088,5088,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,7,Dc,19.0,2001,1860,1438,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,8,Dc,19.0,2001,3060,2259,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,9,Dc,19.0,2001,5088,3597,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,7,Dc,19.0,2002,1860,1860,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,8,Dc,19.0,2002,3060,3060,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,9,Dc,19.0,2002,5088,5088,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,7,Dc,19.0,2002,1860,1438,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,8,Dc,19.0,2002,3060,2259,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,9,Dc,19.0,2002,5088,3597,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,7,Dc,19.0,2003,1860,1860,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,8,Dc,19.0,2003,3060,3060,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,raw,4084,9,Dc,19.0,2003,5088,5088,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,7,Dc,19.0,2003,1860,1438,1,1,1,1,14.776838302612305,0.19175252318382263,0.8349058032035828
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,8,Dc,19.0,2003,3060,2259,1,1,1,1,16.61939239501953,0.13010485470294952,0.8829624652862549
development,14,n02013706/ILSVRC2012_val_00003168_n02013706,arithmetic,4084,9,Dc,19.0,2003,5088,3597,1,1,1,1,17.996095657348633,0.1025913804769516,0.9132830500602722
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,1.0,2001,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,1.0,2001,3060,3060,1,0,0,1,24.51798439025879,0.1470939815044403,0.9248229265213013
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,1.0,2001,5088,5088,1,0,0,1,16.401079177856445,0.47346028685569763,0.04993414878845215
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,1.0,2001,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,1.0,2001,3060,2388,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,1.0,2001,5088,3958,1,0,0,1,19.424245834350586,0.33618980646133423,0.741071879863739
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,1.0,2002,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,1.0,2002,3060,3060,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,1.0,2002,5088,5088,1,0,0,1,15.608291625976562,0.5350411534309387,-0.02594674751162529
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,1.0,2002,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,1.0,2002,3060,2388,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,1.0,2002,5088,3958,1,0,0,1,16.967313766479492,0.5017722845077515,0.6636829376220703
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,1.0,2003,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,1.0,2003,3060,3060,1,0,0,1,22.88507843017578,0.16320191323757172,0.8938636779785156
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,1.0,2003,5088,5088,1,0,0,1,17.198650360107422,0.4534928500652313,0.09501926600933075
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,1.0,2003,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,1.0,2003,3060,2388,1,1,1,1,24.84625244140625,0.14818206429481506,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,1.0,2003,5088,3958,1,0,0,1,14.301080703735352,0.6103277802467346,0.6027524471282959
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,4.0,2001,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,4.0,2001,3060,3060,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,4.0,2001,5088,5088,1,0,0,1,26.12651824951172,0.11220446228981018,0.9214010238647461
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,4.0,2001,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,4.0,2001,3060,2388,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,4.0,2001,5088,3958,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123358726501465
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,4.0,2002,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,4.0,2002,3060,3060,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,4.0,2002,5088,5088,1,0,0,1,24.953521728515625,0.11211559921503067,0.9336032867431641
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,4.0,2002,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,4.0,2002,3060,2388,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,4.0,2002,5088,3958,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123358726501465
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,4.0,2003,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,4.0,2003,3060,3060,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,4.0,2003,5088,5088,1,0,0,1,25.645830154418945,0.11968635022640228,0.9085737466812134
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,4.0,2003,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,4.0,2003,3060,2388,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,4.0,2003,5088,3958,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123358726501465
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,7.0,2001,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,7.0,2001,3060,3060,1,1,1,1,24.84625244140625,0.14818206429481506,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,7.0,2001,5088,5088,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123358726501465
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,7.0,2001,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,7.0,2001,3060,2388,1,1,1,1,24.84625244140625,0.14818206429481506,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,7.0,2001,5088,3958,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123358726501465
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,7.0,2002,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,7.0,2002,3060,3060,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,7.0,2002,5088,5088,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123358726501465
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,7.0,2002,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682692527771
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,7.0,2002,3060,2388,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,7.0,2002,5088,3958,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123358726501465
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,7.0,2003,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,7.0,2003,3060,3060,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,7.0,2003,5088,5088,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,7.0,2003,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,7.0,2003,3060,2388,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,7.0,2003,5088,3958,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,13.0,2001,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,13.0,2001,3060,3060,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,13.0,2001,5088,5088,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,13.0,2001,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,13.0,2001,3060,2388,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,13.0,2001,5088,3958,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,13.0,2002,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,13.0,2002,3060,3060,1,1,1,1,24.84625244140625,0.14818206429481506,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,13.0,2002,5088,5088,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,13.0,2002,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,13.0,2002,3060,2388,1,1,1,1,24.84625244140625,0.14818206429481506,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,13.0,2002,5088,3958,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,13.0,2003,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,13.0,2003,3060,3060,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,13.0,2003,5088,5088,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,13.0,2003,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,13.0,2003,3060,2388,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,13.0,2003,5088,3958,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,19.0,2001,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,19.0,2001,3060,3060,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,19.0,2001,5088,5088,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,19.0,2001,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,19.0,2001,3060,2388,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,19.0,2001,5088,3958,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,19.0,2002,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,19.0,2002,3060,3060,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,19.0,2002,5088,5088,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,19.0,2002,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,19.0,2002,3060,2388,1,1,1,1,24.84625244140625,0.14818207919597626,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,19.0,2002,5088,3958,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,7,Dc,19.0,2003,1860,1860,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,8,Dc,19.0,2003,3060,3060,1,1,1,1,24.84625244140625,0.14818206429481506,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,raw,4084,9,Dc,19.0,2003,5088,5088,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,7,Dc,19.0,2003,1860,1446,1,1,1,1,23.250553131103516,0.1766861379146576,0.8895682096481323
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,8,Dc,19.0,2003,3060,2388,1,1,1,1,24.84625244140625,0.14818206429481506,0.9128852486610413
development,15,n02027492/ILSVRC2012_val_00007524_n02027492,arithmetic,4084,9,Dc,19.0,2003,5088,3958,1,1,1,1,26.13262939453125,0.11106743663549423,0.9123357534408569
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,raw,4084,7,Dc,1.0,2001,1860,1860,1,1,1,1,17.447769165039062,0.2410472333431244,0.9114357233047485
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,raw,4084,8,Dc,1.0,2001,3060,3060,1,0,0,1,18.067249298095703,0.17525213956832886,0.9158529043197632
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,raw,4084,9,Dc,1.0,2001,5088,5088,1,0,0,1,10.824310302734375,0.5862423777580261,0.11325515806674957
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,arithmetic,4084,7,Dc,1.0,2001,1860,1600,1,1,1,1,17.447769165039062,0.2410472333431244,0.9114357233047485
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,arithmetic,4084,8,Dc,1.0,2001,3060,2588,1,1,1,1,19.05249786376953,0.17310954630374908,0.9465278387069702
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,arithmetic,4084,9,Dc,1.0,2001,5088,4122,1,0,0,1,11.022157669067383,0.4789581298828125,0.40117305517196655
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,raw,4084,7,Dc,1.0,2002,1860,1860,1,1,1,1,17.447769165039062,0.2410472333431244,0.9114357233047485
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,raw,4084,8,Dc,1.0,2002,3060,3060,1,0,0,1,19.086299896240234,0.18779748678207397,0.9396085739135742
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,raw,4084,9,Dc,1.0,2002,5088,5088,1,0,0,1,11.457525253295898,0.5642215609550476,0.12334465980529785
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,arithmetic,4084,7,Dc,1.0,2002,1860,1600,1,1,1,1,17.447769165039062,0.2410472333431244,0.9114357233047485
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,arithmetic,4084,8,Dc,1.0,2002,3060,2588,1,0,0,1,19.018718719482422,0.17166024446487427,0.9503984451293945
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,arithmetic,4084,9,Dc,1.0,2002,5088,4122,1,0,0,1,10.251574516296387,0.5871375799179077,0.22516778111457825
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,raw,4084,7,Dc,1.0,2003,1860,1860,1,1,1,1,17.447769165039062,0.2410472333431244,0.9114357233047485
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,raw,4084,8,Dc,1.0,2003,3060,3060,1,0,0,1,18.850515365600586,0.18588081002235413,0.9379600882530212
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,raw,4084,9,Dc,1.0,2003,5088,5088,1,0,0,1,10.792359352111816,0.603391170501709,0.014467757195234299
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,arithmetic,4084,7,Dc,1.0,2003,1860,1600,1,1,1,1,17.447769165039062,0.2410472333431244,0.9114357233047485
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,arithmetic,4084,8,Dc,1.0,2003,3060,2588,1,0,0,1,11.505422592163086,0.47585317492485046,0.7312946915626526
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,arithmetic,4084,9,Dc,1.0,2003,5088,4122,1,0,0,1,8.324384689331055,0.6484166383743286,0.5274697542190552
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,raw,4084,7,Dc,4.0,2001,1860,1860,1,1,1,1,17.447769165039062,0.2410472333431244,0.9114357233047485
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,raw,4084,8,Dc,4.0,2001,3060,3060,1,1,1,1,19.05249786376953,0.17310954630374908,0.9465278387069702
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,raw,4084,9,Dc,4.0,2001,5088,5088,1,1,1,1,20.64118194580078,0.1282361000776291,0.9465855360031128
development,16,n02088094/ILSVRC2012_val_00005507_n02088094,arithmetic,4084,7,Dc,4.0,2001,1860,1600,1,1,1,1,17.447769165039062,0.2410472333431244,0.9114357233047485
