population,image_index,image_id,family,budget,mode,renderer,snr_db,seed,raw_payload_bits,actual_payload_bits,header_accepted,body_crc_accepted,accepted_correct,source_complete,psnr_db,lpips,dino_cosine
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,arithmetic,4084,9,Dc,13.0,2002,5088,4045,1,1,1,1,22.734481811523438,0.11397324502468109,0.9533736109733582
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,raw,4084,7,Dc,13.0,2003,1860,1860,1,1,1,1,19.320608139038086,0.22844856977462769,0.9133560061454773
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,raw,4084,8,Dc,13.0,2003,3060,3060,1,1,1,1,20.69464874267578,0.1754763126373291,0.8411896228790283
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,raw,4084,9,Dc,13.0,2003,5088,5088,1,1,1,1,22.734481811523438,0.1139732375741005,0.9533736109733582
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,arithmetic,4084,7,Dc,13.0,2003,1860,1519,1,1,1,1,19.320608139038086,0.22844856977462769,0.9133560061454773
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,arithmetic,4084,8,Dc,13.0,2003,3060,2496,1,1,1,1,20.69464874267578,0.1754763126373291,0.8411896228790283
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,arithmetic,4084,9,Dc,13.0,2003,5088,4045,1,1,1,1,22.734481811523438,0.1139732375741005,0.9533736109733582
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,raw,4084,7,Dc,19.0,2001,1860,1860,1,1,1,1,19.320608139038086,0.22844856977462769,0.9133560061454773
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,raw,4084,8,Dc,19.0,2001,3060,3060,1,1,1,1,20.69464874267578,0.1754763126373291,0.8411896228790283
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,raw,4084,9,Dc,19.0,2001,5088,5088,1,1,1,1,22.734481811523438,0.1139732375741005,0.9533736109733582
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,arithmetic,4084,7,Dc,19.0,2001,1860,1519,1,1,1,1,19.320608139038086,0.22844856977462769,0.9133560061454773
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,arithmetic,4084,8,Dc,19.0,2001,3060,2496,1,1,1,1,20.69464874267578,0.1754763126373291,0.8411896228790283
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,arithmetic,4084,9,Dc,19.0,2001,5088,4045,1,1,1,1,22.734481811523438,0.1139732375741005,0.9533736109733582
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,raw,4084,7,Dc,19.0,2002,1860,1860,1,1,1,1,19.320608139038086,0.22844856977462769,0.9133560061454773
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,raw,4084,8,Dc,19.0,2002,3060,3060,1,1,1,1,20.69464874267578,0.1754763126373291,0.8411896228790283
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,raw,4084,9,Dc,19.0,2002,5088,5088,1,1,1,1,22.734481811523438,0.1139732301235199,0.9533736109733582
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,arithmetic,4084,7,Dc,19.0,2002,1860,1519,1,1,1,1,19.320608139038086,0.22844856977462769,0.9133560061454773
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,arithmetic,4084,8,Dc,19.0,2002,3060,2496,1,1,1,1,20.69464874267578,0.1754763126373291,0.8411896228790283
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,arithmetic,4084,9,Dc,19.0,2002,5088,4045,1,1,1,1,22.734481811523438,0.1139732301235199,0.9533736109733582
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,raw,4084,7,Dc,19.0,2003,1860,1860,1,1,1,1,19.320608139038086,0.22844856977462769,0.9133560061454773
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,raw,4084,8,Dc,19.0,2003,3060,3060,1,1,1,1,20.69464874267578,0.1754763126373291,0.8411896228790283
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,raw,4084,9,Dc,19.0,2003,5088,5088,1,1,1,1,22.734481811523438,0.11397324502468109,0.9533736109733582
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,arithmetic,4084,7,Dc,19.0,2003,1860,1519,1,1,1,1,19.320608139038086,0.22844856977462769,0.9133560061454773
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,arithmetic,4084,8,Dc,19.0,2003,3060,2496,1,1,1,1,20.69464874267578,0.1754763126373291,0.8411896228790283
development,63,n03796401/ILSVRC2012_val_00025827_n03796401,arithmetic,4084,9,Dc,19.0,2003,5088,4045,1,1,1,1,22.734481811523438,0.11397324502468109,0.9533736109733582
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,1.0,2001,1860,1860,1,1,1,1,21.169048309326172,0.25698232650756836,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,1.0,2001,3060,3060,1,0,0,1,22.754724502563477,0.18293435871601105,0.864319920539856
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,1.0,2001,5088,5088,1,0,0,1,17.73773956298828,0.4609033167362213,0.4010816216468811
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,1.0,2001,1860,1619,1,1,1,1,21.169048309326172,0.25698232650756836,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,1.0,2001,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604995012283325
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,1.0,2001,5088,4347,1,0,0,1,10.569643020629883,0.6764739751815796,0.2890468239784241
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,1.0,2002,1860,1860,1,1,1,1,21.169048309326172,0.25698232650756836,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,1.0,2002,3060,3060,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604995012283325
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,1.0,2002,5088,5088,1,0,0,1,15.363646507263184,0.6186836361885071,0.15691062808036804
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,1.0,2002,1860,1619,1,1,1,1,21.169048309326172,0.25698232650756836,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,1.0,2002,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604995012283325
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,1.0,2002,5088,4347,1,0,0,1,17.85531234741211,0.44720935821533203,0.6332418918609619
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,1.0,2003,1860,1860,1,1,1,1,21.169048309326172,0.25698232650756836,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,1.0,2003,3060,3060,1,0,0,1,22.722640991210938,0.18791845440864563,0.8761880397796631
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,1.0,2003,5088,5088,1,0,0,1,16.484130859375,0.4560739994049072,0.5860641002655029
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,1.0,2003,1860,1619,1,1,1,1,21.169048309326172,0.25698232650756836,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,1.0,2003,3060,2693,1,0,0,1,20.954265594482422,0.2647929787635803,0.8722614049911499
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,1.0,2003,5088,4347,1,0,0,1,13.060466766357422,0.6410199999809265,0.5032150745391846
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,4.0,2001,1860,1860,1,1,1,1,21.169048309326172,0.25698235630989075,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,4.0,2001,3060,3060,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604995012283325
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,4.0,2001,5088,5088,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489978790283
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,4.0,2001,1860,1619,1,1,1,1,21.169048309326172,0.25698235630989075,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,4.0,2001,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604995012283325
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,4.0,2001,5088,4347,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489978790283
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,4.0,2002,1860,1860,1,1,1,1,21.169048309326172,0.25698232650756836,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,4.0,2002,3060,3060,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604995012283325
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,4.0,2002,5088,5088,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489978790283
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,4.0,2002,1860,1619,1,1,1,1,21.169048309326172,0.25698232650756836,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,4.0,2002,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604995012283325
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,4.0,2002,5088,4347,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489978790283
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,4.0,2003,1860,1860,1,1,1,1,21.169048309326172,0.25698232650756836,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,4.0,2003,3060,3060,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604995012283325
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,4.0,2003,5088,5088,1,0,0,1,24.43962860107422,0.14118094742298126,0.8881738185882568
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,4.0,2003,1860,1619,1,1,1,1,21.169048309326172,0.25698232650756836,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,4.0,2003,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604995012283325
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,4.0,2003,5088,4347,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489978790283
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,7.0,2001,1860,1860,1,1,1,1,21.169048309326172,0.25698232650756836,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,7.0,2001,3060,3060,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604995012283325
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,7.0,2001,5088,5088,1,1,1,1,24.682579040527344,0.13683518767356873,0.9095489978790283
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,7.0,2001,1860,1619,1,1,1,1,21.169048309326172,0.25698232650756836,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,7.0,2001,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604995012283325
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,7.0,2001,5088,4347,1,1,1,1,24.682579040527344,0.13683518767356873,0.9095489978790283
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,7.0,2002,1860,1860,1,1,1,1,21.169048309326172,0.25698235630989075,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,7.0,2002,3060,3060,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604995012283325
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,7.0,2002,5088,5088,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489978790283
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,7.0,2002,1860,1619,1,1,1,1,21.169048309326172,0.25698235630989075,0.888023316860199
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,7.0,2002,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604995012283325
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,7.0,2002,5088,4347,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489978790283
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,7.0,2003,1860,1860,1,1,1,1,21.169048309326172,0.25698232650756836,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,7.0,2003,3060,3060,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,7.0,2003,5088,5088,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489382743835
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,7.0,2003,1860,1619,1,1,1,1,21.169048309326172,0.25698232650756836,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,7.0,2003,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,7.0,2003,5088,4347,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489382743835
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,13.0,2001,1860,1860,1,1,1,1,21.169048309326172,0.25698232650756836,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,13.0,2001,3060,3060,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,13.0,2001,5088,5088,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489382743835
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,13.0,2001,1860,1619,1,1,1,1,21.169048309326172,0.25698232650756836,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,13.0,2001,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,13.0,2001,5088,4347,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489382743835
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,13.0,2002,1860,1860,1,1,1,1,21.169048309326172,0.25698232650756836,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,13.0,2002,3060,3060,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,13.0,2002,5088,5088,1,1,1,1,24.682579040527344,0.13683518767356873,0.9095489382743835
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,13.0,2002,1860,1619,1,1,1,1,21.169048309326172,0.25698232650756836,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,13.0,2002,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,13.0,2002,5088,4347,1,1,1,1,24.682579040527344,0.13683518767356873,0.9095489382743835
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,13.0,2003,1860,1860,1,1,1,1,21.169048309326172,0.25698235630989075,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,13.0,2003,3060,3060,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,13.0,2003,5088,5088,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489382743835
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,13.0,2003,1860,1619,1,1,1,1,21.169048309326172,0.25698235630989075,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,13.0,2003,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,13.0,2003,5088,4347,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489382743835
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,19.0,2001,1860,1860,1,1,1,1,21.169048309326172,0.25698232650756836,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,19.0,2001,3060,3060,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,19.0,2001,5088,5088,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489382743835
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,19.0,2001,1860,1619,1,1,1,1,21.169048309326172,0.25698232650756836,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,19.0,2001,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,19.0,2001,5088,4347,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489382743835
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,19.0,2002,1860,1860,1,1,1,1,21.169048309326172,0.25698232650756836,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,19.0,2002,3060,3060,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,19.0,2002,5088,5088,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489382743835
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,19.0,2002,1860,1619,1,1,1,1,21.169048309326172,0.25698232650756836,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,19.0,2002,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,19.0,2002,5088,4347,1,1,1,1,24.682579040527344,0.13683520257472992,0.9095489382743835
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,7,Dc,19.0,2003,1860,1860,1,1,1,1,21.169048309326172,0.25698232650756836,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,8,Dc,19.0,2003,3060,3060,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,raw,4084,9,Dc,19.0,2003,5088,5088,1,1,1,1,24.682579040527344,0.13683518767356873,0.9095489382743835
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,7,Dc,19.0,2003,1860,1619,1,1,1,1,21.169048309326172,0.25698232650756836,0.8880234956741333
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,8,Dc,19.0,2003,3060,2693,1,1,1,1,22.697525024414062,0.1836826354265213,0.8604996204376221
development,64,n03866082/ILSVRC2012_val_00003554_n03866082,arithmetic,4084,9,Dc,19.0,2003,5088,4347,1,1,1,1,24.682579040527344,0.13683518767356873,0.9095489382743835
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,7,Dc,1.0,2001,1860,1860,1,1,1,1,21.91170883178711,0.14906087517738342,0.8894871473312378
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,8,Dc,1.0,2001,3060,3060,1,0,0,1,24.266735076904297,0.10011263191699982,0.9508762359619141
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,9,Dc,1.0,2001,5088,5088,1,0,0,1,10.935431480407715,0.7138791084289551,0.1624569296836853
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,7,Dc,1.0,2001,1860,1504,1,1,1,1,21.91170883178711,0.14906087517738342,0.8894871473312378
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,8,Dc,1.0,2001,3060,2385,1,1,1,1,23.909713745117188,0.10338294506072998,0.9238673448562622
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,9,Dc,1.0,2001,5088,3779,1,0,0,1,11.430665016174316,0.684353232383728,0.10564971715211868
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,7,Dc,1.0,2002,1860,1860,1,1,1,1,21.91170883178711,0.14906087517738342,0.8894871473312378
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,8,Dc,1.0,2002,3060,3060,1,0,0,1,23.925655364990234,0.10403677821159363,0.9510654211044312
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,9,Dc,1.0,2002,5088,5088,1,0,0,1,15.242988586425781,0.5262296795845032,0.162654846906662
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,7,Dc,1.0,2002,1860,1504,1,1,1,1,21.91170883178711,0.14906087517738342,0.8894871473312378
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,8,Dc,1.0,2002,3060,2385,1,1,1,1,23.909713745117188,0.10338294506072998,0.9238673448562622
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,9,Dc,1.0,2002,5088,3779,1,0,0,1,13.765849113464355,0.48786723613739014,0.38418644666671753
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,7,Dc,1.0,2003,1860,1860,1,1,1,1,21.91170883178711,0.14906089007854462,0.8894871473312378
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,8,Dc,1.0,2003,3060,3060,1,0,0,1,22.623424530029297,0.128037691116333,0.927890419960022
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,9,Dc,1.0,2003,5088,5088,1,0,0,1,12.442841529846191,0.7273433804512024,0.14225822687149048
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,7,Dc,1.0,2003,1860,1504,1,1,1,1,21.91170883178711,0.14906089007854462,0.8894871473312378
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,8,Dc,1.0,2003,3060,2385,1,1,1,1,23.909713745117188,0.10338294506072998,0.9238673448562622
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,9,Dc,1.0,2003,5088,3779,1,0,0,1,15.7029447555542,0.3680335581302643,0.26752719283103943
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,7,Dc,4.0,2001,1860,1860,1,1,1,1,21.91170883178711,0.14906087517738342,0.8894871473312378
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,8,Dc,4.0,2001,3060,3060,1,1,1,1,23.909713745117188,0.10338294506072998,0.9238673448562622
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,9,Dc,4.0,2001,5088,5088,1,0,0,1,25.82486343383789,0.07203419506549835,0.9557714462280273
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,7,Dc,4.0,2001,1860,1504,1,1,1,1,21.91170883178711,0.14906087517738342,0.8894871473312378
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,8,Dc,4.0,2001,3060,2385,1,1,1,1,23.909713745117188,0.10338294506072998,0.9238673448562622
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,9,Dc,4.0,2001,5088,3779,1,1,1,1,25.626108169555664,0.07230380177497864,0.9384143352508545
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,7,Dc,4.0,2002,1860,1860,1,1,1,1,21.91170883178711,0.14906087517738342,0.8894871473312378
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,8,Dc,4.0,2002,3060,3060,1,1,1,1,23.909713745117188,0.10338294506072998,0.9238673448562622
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,9,Dc,4.0,2002,5088,5088,1,0,0,1,23.754026412963867,0.08782722055912018,0.9594224691390991
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,7,Dc,4.0,2002,1860,1504,1,1,1,1,21.91170883178711,0.14906087517738342,0.8894871473312378
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,8,Dc,4.0,2002,3060,2385,1,1,1,1,23.909713745117188,0.10338294506072998,0.9238673448562622
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,9,Dc,4.0,2002,5088,3779,1,1,1,1,25.626108169555664,0.07230380177497864,0.9384143352508545
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,7,Dc,4.0,2003,1860,1860,1,1,1,1,21.91170883178711,0.14906087517738342,0.8894871473312378
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,8,Dc,4.0,2003,3060,3060,1,1,1,1,23.909713745117188,0.10338294506072998,0.9238673448562622
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,9,Dc,4.0,2003,5088,5088,1,1,1,1,25.626108169555664,0.07230380177497864,0.9384143352508545
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,7,Dc,4.0,2003,1860,1504,1,1,1,1,21.91170883178711,0.14906087517738342,0.8894871473312378
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,8,Dc,4.0,2003,3060,2385,1,1,1,1,23.909713745117188,0.10338294506072998,0.9238673448562622
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,9,Dc,4.0,2003,5088,3779,1,1,1,1,25.626108169555664,0.07230380177497864,0.9384143352508545
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,7,Dc,7.0,2001,1860,1860,1,1,1,1,21.91170883178711,0.14906089007854462,0.8894871473312378
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,8,Dc,7.0,2001,3060,3060,1,1,1,1,23.909713745117188,0.10338294506072998,0.9238673448562622
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,raw,4084,9,Dc,7.0,2001,5088,5088,1,1,1,1,25.626108169555664,0.07230380177497864,0.9384143352508545
development,65,n03876231/ILSVRC2012_val_00022714_n03876231,arithmetic,4084,7,Dc,7.0,2001,1860,1504,1,1,1,1,21.91170883178711,0.14906089007854462,0.8894871473312378
