method,snr_db,N,E_mean,E_min,E_p05,E_p95,E_max,mean_energy_per_use,constraint,table_sha256
token-efficiency-digital-v1/raw/16QAM/N3060/m9,1,3060,6116.083200000001,5910.4,6011.200000000001,6219.200000000001,6305.6,1.9987200000000003,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N3060/m9,4,3060,6116.083200000001,5910.4,6011.200000000001,6219.200000000001,6305.6,1.9987200000000003,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N3060/m9,7,3060,6116.083200000001,5910.4,6011.200000000001,6219.200000000001,6305.6,1.9987200000000003,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N3060/m9,13,3060,6116.083200000001,5910.4,6011.200000000001,6219.200000000001,6305.6,1.9987200000000003,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N3060/m9,19,3060,6116.083200000001,5910.4,6011.200000000001,6219.200000000001,6305.6,1.9987200000000003,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m10,1,4084,8164.6208,7856.0,8046.32,8289.599999999999,8388.8,1.9991725759059744,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m10,4,4084,8164.6208,7856.0,8046.32,8289.599999999999,8388.8,1.9991725759059744,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m10,7,4084,8164.6208,7856.0,8046.32,8289.599999999999,8388.8,1.9991725759059744,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m10,13,4084,8164.6208,7856.0,8046.32,8289.599999999999,8388.8,1.9991725759059744,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m10,19,4084,8164.6208,7856.0,8046.32,8289.599999999999,8388.8,1.9991725759059744,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m6,1,4084,8170.212799999999,7710.4,7955.04,8382.48,8569.6,2.0005418217433886,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m6,4,4084,8170.212799999999,7710.4,7955.04,8382.48,8569.6,2.0005418217433886,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m6,7,4084,8170.212799999999,7710.4,7955.04,8382.48,8569.6,2.0005418217433886,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m6,13,4084,8170.212799999999,7710.4,7955.04,8382.48,8569.6,2.0005418217433886,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m6,19,4084,8170.212799999999,7710.4,7955.04,8382.48,8569.6,2.0005418217433886,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m7,1,4084,8171.752,7763.2,8003.12,8345.68,8484.8,2.0009187071498533,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m7,4,4084,8171.752,7763.2,8003.12,8345.68,8484.8,2.0009187071498533,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m7,7,4084,8171.752,7763.2,8003.12,8345.68,8484.8,2.0009187071498533,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m7,13,4084,8171.752,7763.2,8003.12,8345.68,8484.8,2.0009187071498533,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m7,19,4084,8171.752,7763.2,8003.12,8345.68,8484.8,2.0009187071498533,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m8,1,4084,8166.016,7793.6,8024.0,8313.68,8446.400000000001,1.9995142017629775,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m8,4,4084,8166.016,7793.6,8024.0,8313.68,8446.400000000001,1.9995142017629775,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m8,7,4084,8166.016,7793.6,8024.0,8313.68,8446.400000000001,1.9995142017629775,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m8,13,4084,8166.016,7793.6,8024.0,8313.68,8446.400000000001,1.9995142017629775,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m8,19,4084,8166.016,7793.6,8024.0,8313.68,8446.400000000001,1.9995142017629775,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m9,1,4084,8163.0848,7939.2,8038.4,8278.400000000001,8358.4,1.9987964740450537,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m9,4,4084,8163.0848,7939.2,8038.4,8278.400000000001,8358.4,1.9987964740450537,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m9,7,4084,8163.0848,7939.2,8038.4,8278.400000000001,8358.4,1.9987964740450537,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m9,13,4084,8163.0848,7939.2,8038.4,8278.400000000001,8358.4,1.9987964740450537,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
token-efficiency-digital-v1/raw/16QAM/N4084/m9,19,4084,8163.0848,7939.2,8038.4,8278.400000000001,8358.4,1.9987964740450537,fixed_constellation_average_2_per_symbol,87a84ab2cf0f15d30d3bdd5d788c4df0014fe6b0dd3159b2b410095cc84e11a2
